maize1	maize2	pcc	pcc.pval
Zm00001d034730	Zm00001d012916	0.4226284491266509	0.044527346382343826
Zm00001d034729	Zm00001d012917	0.30181338733154045	0.16162784656506238
Zm00001d034721	Zm00001d012922	0.921558996645821	4.354231512985034e-10
Zm00001d034719	Zm00001d012921	0.6488657192863985	8.096681476710055e-4
Zm00001d034714	Zm00001d012924	0.6903374719062485	2.665630991014763e-4
Zm00001d034713	Zm00001d012925	-0.12297865088157865	0.5761454343592358
Zm00001d034703	Zm00001d012928	0.8559058862377268	1.9151312593918238e-7
Zm00001d034698	Zm00001d012930	0.39865989252231	0.05952963275222396
Zm00001d034689	Zm00001d012931	0.8582425532472862	1.6305329443045971e-7
Zm00001d034680	Zm00001d012933	0.6583133559351753	6.378742554227029e-4
Zm00001d034678	Zm00001d012935	0.8793557158096783	3.3039080183716776e-8
Zm00001d034677	Zm00001d012936	0.7423763052292768	4.9897651331307845e-5
Zm00001d034675	Zm00001d012954	-0.07821827811994285	0.7227793743964837
Zm00001d034674	Zm00001d012953	0.43812356282694737	0.03652472989349962
Zm00001d034673	Zm00001d012939	0.32792219806429046	0.12662274219401792
Zm00001d034667	Zm00001d012955	0.8286356718778651	1.0412114777739079e-6
Zm00001d034663	Zm00001d012957	0.4674351478964423	0.024512711694139287
Zm00001d034662	Zm00001d012958	0.9497083582649384	4.639039446022412e-12
Zm00001d034659	Zm00001d012960	0.2095538308779552	0.3372299161159624
Zm00001d034655	Zm00001d012962	0.53765602028398	0.008145301699663338
Zm00001d034651	Zm00001d012963	0.2488675821295698	0.25216849848704487
Zm00001d034650	Zm00001d012964	0.5635702187100363	0.005102945448589792
Zm00001d034649	Zm00001d012965	0.6046444067952491	0.002241750872781482
Zm00001d034644	Zm00001d012966	0.8900480852641154	1.3092170527705341e-8
Zm00001d034642	Zm00001d012967	0.9944391443751557	5.128350961618888e-22
Zm00001d034641	Zm00001d012968	0.9889288989479713	6.911601337273606e-19
Zm00001d034640	Zm00001d012969	-0.3156580331165277	0.1423111144875891
Zm00001d034639	Zm00001d012967	-0.05411665333417339	0.8062703007559723
Zm00001d034636	Zm00001d012970	0.7706246013442769	1.6894753839988633e-5
Zm00001d034635	Zm00001d012972	0.033874041688089745	0.878052695900658
Zm00001d034634	Zm00001d012973	0.5679517604527607	0.004697537447659496
Zm00001d034633	Zm00001d012974	0.3996068515874208	0.05887157061902751
Zm00001d034628	Zm00001d012978	0.9435383608940285	1.5213951611890086e-11
Zm00001d034627	Zm00001d012979	0.01767872855879056	0.9361879318157256
Zm00001d034618	Zm00001d012984	0.33751894568563495	0.11524672462386774
Zm00001d034609	Zm00001d012992	0.9603699289995248	3.9852570744316407e-13
Zm00001d034606	Zm00001d012993	0.7737278486996999	1.4862855131753869e-5
Zm00001d034604	Zm00001d012996	0.3530966626004613	0.0983941068671513
Zm00001d034602	Zm00001d012999	0.6445514401390905	9.004578551167837e-4
Zm00001d034601	Zm00001d013003	0.7022227924276019	1.8749036061943322e-4
Zm00001d034598	Zm00001d013009	0.42213705545263386	0.04480185077969449
Zm00001d034597	Zm00001d013012	0.6731852796711009	4.308905806541909e-4
Zm00001d034591	Zm00001d013014	0.46392961533078103	0.025754734105295076
Zm00001d034590	Zm00001d013019	0.7014099366947015	1.9215876701248158e-4
Zm00001d034584	Zm00001d013021	0.3431020027208416	0.1089813662373287
Zm00001d034582	Zm00001d013023	-0.0722883321365333	0.7430791012118323
Zm00001d034577	Zm00001d013026	-0.30519527338600094	0.15674877560165362
Zm00001d034575	Zm00001d013027	0.709491804323142	1.4993353382535964e-4
Zm00001d034572	Zm00001d013028	-0.13886866738722	0.5274363172649947
Zm00001d034562	Zm00001d013030	0.8708393710123383	6.503330185610745e-8
Zm00001d034559	Zm00001d013032	-0.06370906355768713	0.7727401931704905
Zm00001d034552	Zm00001d013032	-0.013110898925242625	0.9526546216473255
Zm00001d034551	Zm00001d013032	-0.12014709225307527	0.5850268231057166
Zm00001d034550	Zm00001d013034	0.9631773087091504	1.865450592861863e-13
Zm00001d034550	Zm00001d013034	0.9631773087091504	1.865450592861863e-13
Zm00001d034546	Zm00001d013038	0.8672259762447114	8.545765744793904e-8
Zm00001d034543	Zm00001d013039	0.9934788789653511	2.7199512509446396e-21
Zm00001d034528	Zm00001d013041	0.704280734348697	1.7610895026250184e-4
Zm00001d034527	Zm00001d013042	0.031156527277350292	0.8877731502242369
Zm00001d034525	Zm00001d013043	0.4325807215316915	0.03924521342044525
Zm00001d034521	Zm00001d013045	-0.2663219382593382	0.21931850713441922
Zm00001d034520	Zm00001d013045	0.061254316793142874	0.7812858955228348
Zm00001d034518	Zm00001d013046	0.24214809771582116	0.2656187467278297
Zm00001d034517	Zm00001d013047	0.6418522172379614	9.615866371678087e-4
Zm00001d034516	Zm00001d013048	0.862373321037111	1.2182748095013003e-7
Zm00001d034512	Zm00001d013050	-0.257134723572103	0.23623470242797007
Zm00001d034511	Zm00001d013052	0.8127956240693769	2.445745844575079e-6
Zm00001d034508	Zm00001d013052	0.16518738795477467	0.451311950136024
Zm00001d034505	Zm00001d013055	-0.14305304102926852	0.5149422724795957
Zm00001d034494	Zm00001d013057	0.29006099993620227	0.17940639687108817
Zm00001d034492	Zm00001d013059	0.6088413138086551	0.0020481913153404295
Zm00001d034480	Zm00001d013065	0.7834857670311293	9.802886757589086e-6
Zm00001d034479	Zm00001d013066	0.9552015112314324	1.4110670268189696e-12
Zm00001d034469	Zm00001d013069	0.5797163879035361	0.003740148524806973
Zm00001d034467	Zm00001d013070	-0.126019571776885	0.566673613687633
Zm00001d034463	Zm00001d013071	0.8945410687072051	8.622350959195182e-9
Zm00001d034462	Zm00001d013072	-0.28747939355575763	0.1834852162520324
Zm00001d034457	Zm00001d013074	0.4681650056149341	0.02426026664833356
Zm00001d034446	Zm00001d013075	0.6175047392335354	0.0016931071050766493
Zm00001d034440	Zm00001d013076	0.9451899811963719	1.12213803662374e-11
Zm00001d034439	Zm00001d013077	0.623253156165753	0.001487615983886713
Zm00001d034432	Zm00001d013078	0.4032377596905307	0.056400075519114225
Zm00001d034429	Zm00001d013079	-0.1595752663001377	0.467042895544316
Zm00001d034427	Zm00001d013080	0.8565746411603117	1.82947607650192e-7
Zm00001d034425	Zm00001d013082	-0.05593756611913157	0.7998779919162284
Zm00001d034422	Zm00001d013086	0.96773960557124306	4.745957497520747e-14
Zm00001d034419	Zm00001d013087	-0.23152080008790574	0.2878080105270413
Zm00001d034419	Zm00001d013087	-0.23152080008790574	0.2878080105270413
Zm00001d034418	Zm00001d013087	-0.11758227195665368	0.5931220373571535
Zm00001d034414	Zm00001d013089	0.9807683286917235	2.1992942166314163e-16
Zm00001d034410	Zm00001d013090	0.9449859998076405	1.1657146559811098e-11
Zm00001d034404	Zm00001d013092	0.5754220507563581	0.004068558903953844
Zm00001d034401	Zm00001d013093	0.5104259808677546	0.012824964995749451
Zm00001d034400	Zm00001d013094	-0.01085826310434057	0.9607825169130508
Zm00001d034399	Zm00001d013095	0.8028219264527121	4.0240549755507256e-6
Zm00001d034388	Zm00001d013098	0.2305732491513405	0.2898410278069699
Zm00001d034388	Zm00001d013098	0.2305732491513405	0.2898410278069699
Zm00001d034387	Zm00001d013098	0.8730537181341336	5.478848189604933e-8
Zm00001d034380	Zm00001d013100	0.27050513469215115	0.2118901316840107
Zm00001d034379	Zm00001d013104	0.8241644188928675	1.3363084823191814e-6
Zm00001d034376	Zm00001d013105	0.8874764726496157	1.649505077631744e-8
Zm00001d034373	Zm00001d013108	0.8388457478498228	5.729262460579985e-7
Zm00001d034372	Zm00001d013109	0.2520192617804535	0.2460142577279817
Zm00001d034369	Zm00001d013110	0.7101737262438035	1.467724178070722e-4
Zm00001d034368	Zm00001d013111	0.1802162825948688	0.4105887275303882
Zm00001d034366	Zm00001d013112	0.5296101538629241	0.009350063469119277
Zm00001d034365	Zm00001d013114	0.15563136984375625	0.47826384949133915
Zm00001d034361	Zm00001d013116	-0.10564307338933386	0.6314131683861515
Zm00001d034359	Zm00001d013118	0.7434215089589264	4.805614892323508e-5
Zm00001d034353	Zm00001d013119	0.8339289222442845	7.677106350725645e-7
Zm00001d034337	Zm00001d013128	0.13971154956017912	0.5249081032411285
Zm00001d034298	Zm00001d013130	0.6415274569936433	9.69175422351239e-4
Zm00001d034312	Zm00001d013124	0.9997553795498432	2.9866914938915674e-36
Zm00001d034320	Zm00001d013140	-0.11852349075418772	0.5901457949122312
Zm00001d034326	Zm00001d013141	NA	NA
Zm00001d034330	Zm00001d013143	-0.018131558453145746	0.9345567829962906
Zm00001d034331	Zm00001d013144	-0.1852873280320806	0.39732005997068254
Zm00001d034283	Zm00001d013146	0.9977877119389206	3.2594617519768666e-26
Zm00001d034278	Zm00001d013150	0.7047161261594936	1.7377952082606038e-4
Zm00001d034277	Zm00001d013151	0.15665827424331705	0.4753290881637855
Zm00001d034244	Zm00001d013156	0.7094844199389446	1.499680864235292e-4
Zm00001d034240	Zm00001d013162	0.4070099016590065	0.05391794667528411
Zm00001d034221	Zm00001d013163	0.7940027256615955	6.109957093346506e-6
Zm00001d034207	Zm00001d013164	0.693364557441017	2.440900706893062e-4
Zm00001d034206	Zm00001d013166	0.8894161231050098	1.3864287461436466e-8
Zm00001d034205	Zm00001d013168	0.5718540134710869	0.004359530165877564
Zm00001d034204	Zm00001d013170	0.38519183560778697	0.06951306934129164
Zm00001d034199	Zm00001d013172	0.5392037883592647	0.007928984853479294
Zm00001d034198	Zm00001d013173	0.6680257678363152	4.94909985555156e-4
Zm00001d034197	Zm00001d013175	0.022846239013499338	0.9175902223359659
Zm00001d034191	Zm00001d013177	0.7212436400543571	1.0297510291977518e-4
Zm00001d034190	Zm00001d013178	0.27619325969086	0.20206244673655868
Zm00001d034188	Zm00001d013179	0.20238117741694966	0.35439747917578535
Zm00001d034187	Zm00001d013184	-0.2949344164344995	0.17187773490665825
Zm00001d034186	Zm00001d013185	0.6822629538188417	0.00033548598257507356
Zm00001d034183	Zm00001d013186	0.33491906489501744	0.11825218723181896
Zm00001d034181	Zm00001d013187	0.38038563914498114	0.0733678775822491
Zm00001d034180	Zm00001d013188	0.7291409570008456	7.915744392995553e-5
Zm00001d034179	Zm00001d013191	0.9861939262588565	6.936386003901719e-18
Zm00001d034178	Zm00001d013192	0.7416987041992248	5.112423216411147e-5
Zm00001d034175	Zm00001d013193	0.598551149349298	0.0025502247334143963
Zm00001d034167	Zm00001d013195	-0.2163881853035076	0.3213420092053487
Zm00001d034163	Zm00001d013200	-0.040295496764236924	0.8551533521370862
Zm00001d034161	Zm00001d013201	0.4097915428368967	0.05214231832908084
Zm00001d034160	Zm00001d013202	0.7829276932344778	1.0044672935515594e-5
Zm00001d034159	Zm00001d013204	0.4364265619010195	0.03734133060684543
Zm00001d034152	Zm00001d013206	-0.48557418853080125	0.018830958086665125
Zm00001d034145	Zm00001d013208	0.3794116981348896	0.07416837238101062
Zm00001d034137	Zm00001d013217	0.4075032979723152	0.05359963114681612
Zm00001d034131	Zm00001d013209	0.502696603598646	0.014495096480212915
Zm00001d034130	Zm00001d013210	0.7708232577110324	1.675772062717094e-5
Zm00001d034129	Zm00001d013212	-0.4541045388385997	0.029506048870633753
Zm00001d034128	Zm00001d013212	-0.22337099383904188	0.30558564649151565
Zm00001d034126	Zm00001d013216	0.8034632788619334	3.9005406436444755e-6
Zm00001d034125	Zm00001d013217	0.5360439111858526	0.008375784454633961
Zm00001d034115	Zm00001d013218	0.39857149343865816	0.059591350332568405
Zm00001d034110	Zm00001d013219	-0.17794071840736989	0.4166211409721339
Zm00001d034109	Zm00001d013220	0.9174673966806235	7.291167962720805e-10
Zm00001d034107	Zm00001d013230	0.6041338759128192	0.002266320295897915
Zm00001d034107	Zm00001d013231	-0.050872931985789585	0.8176868906070615
Zm00001d034107	Zm00001d013230	0.6041338759128192	0.002266320295897915
Zm00001d034104	Zm00001d013230	0.7626035401501898	2.3320355147602428e-5
Zm00001d034091	Zm00001d013232	0.10094958306916166	0.6467279852779428
Zm00001d034087	Zm00001d013238	NA	NA
Zm00001d034085	Zm00001d013239	0.6361375607611269	0.001102820631910183
Zm00001d034082	Zm00001d013240	0.6531515178150274	7.273685495578682e-4
Zm00001d034080	Zm00001d013241	0.6415098378549116	9.695885971923041e-4
Zm00001d034076	Zm00001d013243	0.4565816900374189	0.028521623232486266
Zm00001d034072	Zm00001d013245	0.4256722343363151	0.042856166762613494
Zm00001d034068	Zm00001d013244	0.10301727971071392	0.6399635503343916
Zm00001d034066	Zm00001d013246	0.34410191839056387	0.10788613594901761
Zm00001d034066	Zm00001d013246	0.34410191839056387	0.10788613594901761
Zm00001d034063	Zm00001d013249	-0.09360725922712188	0.670964526522706
Zm00001d034062	Zm00001d013250	0.6622335253149277	5.76393856367935e-4
Zm00001d034059	Zm00001d013252	0.9716437587369027	1.2461003861542162e-14
Zm00001d034049	Zm00001d013256	0.8373969425037593	6.251468871706607e-7
Zm00001d034049	Zm00001d013256	0.8373969425037593	6.251468871706607e-7
Zm00001d034048	Zm00001d013257	0.8092889487049062	2.92322435512365e-6
Zm00001d034047	Zm00001d013258	0.470745138681742	0.023384516307556648
Zm00001d034045	Zm00001d013259	0.9241964933164845	3.076680297668119e-10
Zm00001d034038	Zm00001d013262	0.2555345787198068	0.23926599858208114
Zm00001d034037	Zm00001d013263	0.1718931435530354	0.4328860891017047
Zm00001d034033	Zm00001d013265	0.8911815235236769	1.1803174190851617e-8
Zm00001d034031	Zm00001d013264	0.7719529954298417	1.5996862014488277e-5
Zm00001d034018	Zm00001d013267	0.5828958085620658	0.003511620590332755
Zm00001d034017	Zm00001d013268	-0.10982496584439218	0.617889863297215
Zm00001d034015	Zm00001d013268	0.37931979457840187	0.07424424900553354
Zm00001d034017	Zm00001d013269	-0.059813104680987564	0.786314675854342
Zm00001d034012	Zm00001d013272	0.6653433062707761	5.313187006436979e-4
Zm00001d034010	Zm00001d013273	0.959413585187455	5.09753301226789e-13
Zm00001d034004	Zm00001d013278	0.30428290473428105	0.15805473958092478
Zm00001d033998	Zm00001d013281	0.8297762443433545	9.758920948288484e-7
Zm00001d033995	Zm00001d013287	0.6230561428720293	0.0014942893709362782
Zm00001d033991	Zm00001d013288	0.9999899204439898	8.562348217792175e-51
Zm00001d033990	Zm00001d013289	0.9832752680428928	5.1301981353347524e-17
Zm00001d033986	Zm00001d013290	0.8193844621681219	1.731720419923638e-6
Zm00001d033981	Zm00001d013296	0.95195765878111	2.8980304689735916e-12
Zm00001d033979	Zm00001d013300	0.24440486825495772	0.2610513783436197
Zm00001d033976	Zm00001d013302	0.8790504547407453	3.388016877947564e-8
Zm00001d033975	Zm00001d013301	0.28043541248390047	0.19493662150673574
Zm00001d033967	Zm00001d013303	0.14762166655529818	0.5014656888053011
Zm00001d033966	Zm00001d013306	0.6091648054094396	0.0020338799132115152
Zm00001d033965	Zm00001d013307	-0.05819013867216265	0.7919875389887073
Zm00001d033951	Zm00001d013309	-0.21560338844999014	0.3231430275440519
Zm00001d033943	Zm00001d013311	0.5591818090995392	0.005537909602031389
Zm00001d033930	Zm00001d013314	0.035864371277885936	0.8709440693628596
Zm00001d033927	Zm00001d013318	0.8772785978470273	3.9151202704595016e-8
Zm00001d033924	Zm00001d013326	0.8928729382690554	1.0090238966545191e-8
Zm00001d033922	Zm00001d013324	0.9083938186191111	2.0926283701605827e-9
Zm00001d033919	Zm00001d013323	0.9834350912694062	4.6414221798960344e-17
Zm00001d033917	Zm00001d013319	0.6646732317887913	5.407655631330314e-4
Zm00001d033913	Zm00001d013329	0.8620690993442991	1.245103975798807e-7
Zm00001d033912	Zm00001d013330	0.8364761865119246	6.604933407304813e-7
Zm00001d033906	Zm00001d013335	-0.5144535611551934	0.012019263173246154
Zm00001d033897	Zm00001d013339	-0.30694238514998046	0.15426914820271623
Zm00001d033884	Zm00001d013342	0.5923098512126254	0.0029026801247214987
Zm00001d033878	Zm00001d013343	0.4709335496176187	0.023321574515274765
Zm00001d033876	Zm00001d013346	0.353652713080935	0.09782830026567974
Zm00001d033870	Zm00001d013357	0.9577224196643289	7.76741526168468e-13
Zm00001d033858	Zm00001d013361	-0.07732961705698888	0.7258103716221254
Zm00001d033854	Zm00001d013362	0.5203583899594331	0.010913480982692993
Zm00001d033850	Zm00001d013367	0.37115996332757645	0.08121824897966962
Zm00001d033850	Zm00001d013367	0.37115996332757645	0.08121824897966962
Zm00001d033848	Zm00001d013370	0.7588739115798024	2.6977906160051647e-5
Zm00001d033847	Zm00001d013371	0.3274223858504079	0.12723660527611147
Zm00001d033843	Zm00001d013380	0.8913271081503128	1.1646124193877873e-8
Zm00001d033839	Zm00001d013376	0.8305153161353196	9.355341057429076e-7
Zm00001d033835	Zm00001d013381	0.9918176580715253	2.9258607154011985e-20
Zm00001d033834	Zm00001d013385	0.7986279474240593	4.920566280770486e-6
Zm00001d033830	Zm00001d013389	0.6364066698315005	0.0010957928955175227
Zm00001d033829	Zm00001d013390	0.22099100480415043	0.3109017070482887
Zm00001d033825	Zm00001d013391	0.22508895136578227	0.30178326365213404
Zm00001d033822	Zm00001d013392	0.7819403774405622	1.0485331197985834e-5
Zm00001d033818	Zm00001d013397	-0.10182232893798274	0.6438694730008333
Zm00001d033815	Zm00001d013399	0.5117797427109932	0.012549359738135271
Zm00001d033799	Zm00001d013402	0.6951277321786176	2.3177270981851748e-4
Zm00001d033799	Zm00001d013402	0.6951277321786176	2.3177270981851748e-4
Zm00001d033798	Zm00001d013405	0.003528681596130915	0.9872509790884948
Zm00001d033797	Zm00001d013406	0.7682860237820828	1.858360816661795e-5
Zm00001d033795	Zm00001d013407	-0.1236253803498108	0.5741252257538956
Zm00001d033791	Zm00001d013409	0.13693043745198363	0.5332717487223748
Zm00001d033790	Zm00001d013410	0.9545320521267314	1.6440040405704342e-12
Zm00001d033787	Zm00001d013411	0.48045980430149354	0.02031223592259937
Zm00001d033786	Zm00001d013412	0.4752465431927614	0.021917576238654844
Zm00001d033777	Zm00001d013415	0.7852767329562211	9.061237575881717e-6
Zm00001d033766	Zm00001d013419	0.5276376912218185	0.009666836688996407
Zm00001d033765	Zm00001d013418	0.03161649320671896	0.886126729981401
Zm00001d033764	Zm00001d013417	0.8177964550147226	1.8843275658154448e-6
Zm00001d033754	Zm00001d013423	0.2653260659786832	0.2211121400612891
Zm00001d033753	Zm00001d013424	0.6886912223722053	2.795210174790495e-4
Zm00001d033751	Zm00001d013426	0.2090022562625218	0.3385322142181354
Zm00001d033750	Zm00001d013427	0.36780902365539836	0.08422057675668741
Zm00001d033746	Zm00001d013428	0.8534190937822905	2.265867912860402e-7
Zm00001d033745	Zm00001d013430	0.8000284728672612	4.603320702224129e-6
Zm00001d033744	Zm00001d013431	-0.19980530402371705	0.3606852557331609
Zm00001d033726	Zm00001d013435	0.5776666031367177	0.003894010877709063
Zm00001d033730	Zm00001d013440	0.931806344958105	1.0481960995006547e-10
Zm00001d033734	Zm00001d013441	0.8613462847100619	1.3109731699974736e-7
Zm00001d033719	Zm00001d013443	0.9878549193875051	1.818638643991027e-18
Zm00001d033718	Zm00001d013445	0.54702459722032315	0.0069074106753621795
Zm00001d033717	Zm00001d013446	0.8430390692374669	4.4293477145882785e-7
Zm00001d033716	Zm00001d013447	0.2244662797458323	0.3031580468635193
Zm00001d033711	Zm00001d013448	0.1642189558437917	0.45400648217182027
Zm00001d033710	Zm00001d013448	-0.021949021937021657	0.9208165502066274
Zm00001d033709	Zm00001d013448	-0.12104414513289191	0.5822067783667149
Zm00001d033706	Zm00001d013451	0.9249139888193064	2.7932565247190685e-10
Zm00001d033705	Zm00001d013452	0.31258410564804173	0.14645077940640636
Zm00001d033704	Zm00001d013453	0.13561209352815964	0.5372580858014327
Zm00001d033684	Zm00001d013459	0.6231256286612967	0.0014919327889562183
Zm00001d033683	Zm00001d013461	0.8535399814907889	2.2475792404832373e-7
Zm00001d033682	Zm00001d013463	-0.11048739640197709	0.6157585294523773
Zm00001d033680	Zm00001d013465	0.6327802008149322	0.0011937898453951773
Zm00001d033674	Zm00001d013466	0.733639668498284	6.786844640301596e-5
Zm00001d033673	Zm00001d013467	0.9322815429373827	9.760602640419058e-11
Zm00001d033671	Zm00001d013468	0.40562057867829127	0.054822122991760966
Zm00001d033670	Zm00001d013469	0.04360239172626191	0.8434035213255752
Zm00001d033669	Zm00001d013470	0.36441343874870635	0.08734698132376126
Zm00001d033655	Zm00001d013477	0.48317362019840565	0.019514947458932022
Zm00001d033646	Zm00001d013485	0.6486904504186966	8.131971561063479e-4
Zm00001d033642	Zm00001d013486	0.21306951912194183	0.3289994691374277
Zm00001d033636	Zm00001d013487	0.6892743918914975	2.7486975395892504e-4
Zm00001d033625	Zm00001d013492	0.9075829556425071	2.287121820850323e-9
Zm00001d033625	Zm00001d013492	0.9075829556425071	2.287121820850323e-9
Zm00001d033625	Zm00001d013492	0.9075829556425071	2.287121820850323e-9
Zm00001d033624	Zm00001d013493	-0.131045820456822	0.5511715697571473
Zm00001d033624	Zm00001d013493	-0.131045820456822	0.5511715697571473
Zm00001d033623	Zm00001d013493	-0.09825382549809845	0.6555878252270358
Zm00001d033615	Zm00001d013495	0.7949468746394952	5.84839875611512e-6
Zm00001d033612	Zm00001d013494	0.9306607188960954	1.2421986418238054e-10
Zm00001d033611	Zm00001d013496	-0.07693567540645622	0.7271552834771321
Zm00001d033611	Zm00001d013496	-0.07693567540645622	0.7271552834771321
Zm00001d033610	Zm00001d013497	0.7168107015222197	1.1890858951432973e-4
Zm00001d033606	Zm00001d013498	0.16467408559204444	0.45273909949960967
Zm00001d033602	Zm00001d013501	0.5506763012509768	0.006469330375470836
Zm00001d033600	Zm00001d013504	0.7844782450171782	9.385547634166807e-6
Zm00001d033596	Zm00001d013505	0.4293757790260921	0.0408894043814614
Zm00001d033594	Zm00001d013506	0.9719475239058786	1.1143427490237168e-14
Zm00001d033591	Zm00001d013507	0.47488713375584163	0.02203190892876494
Zm00001d033589	Zm00001d013509	-0.026943482082617973	0.9028735463788002
Zm00001d033575	Zm00001d013512	0.7377910135931213	5.8726350153746553e-5
Zm00001d033574	Zm00001d013517	0.6771768702982244	3.863926242796207e-4
Zm00001d033572	Zm00001d013519	0.7342308387033252	6.649506571770368e-5
Zm00001d033569	Zm00001d013520	0.9241382442192372	3.100785550620251e-10
Zm00001d033563	Zm00001d013521	0.9629400397163808	1.9935110177865625e-13
Zm00001d033557	Zm00001d013523	0.9128580637937372	1.2635953221201341e-9
Zm00001d033556	Zm00001d013524	0.700773012718392	1.9588697412756338e-4
Zm00001d033554	Zm00001d013526	0.7604741796712274	2.5351110383857818e-5
Zm00001d033549	Zm00001d013528	0.9787541128720937	6.203886322035711e-16
Zm00001d033528	Zm00001d013529	0.6830785679333887	3.278877967272043e-4
Zm00001d033529	Zm00001d013530	0.7349197226195631	6.49253819218708e-5
Zm00001d033535	Zm00001d013531	0.38731208849949395	0.06786232617229486
Zm00001d033539	Zm00001d013532	0.26268162026363784	0.22592213133068456
Zm00001d033541	Zm00001d013533	0.07340658228263533	0.7392378990012294
Zm00001d033543	Zm00001d013536	0.6671663999449595	5.063323994847105e-4
Zm00001d033518	Zm00001d013542	0.12123492432628305	0.5816077896448661
Zm00001d033518	Zm00001d013542	0.12123492432628305	0.5816077896448661
Zm00001d033511	Zm00001d013543	0.11965145233322509	0.5865874728760334
Zm00001d033370	Zm00001d013544	0.7502089903851583	3.7480072091671005e-5
Zm00001d033374	Zm00001d013546	-0.10247994208713773	0.641718804091922
Zm00001d033378	Zm00001d013547	0.6786883937226393	3.706104167655797e-4
Zm00001d033386	Zm00001d013549	-0.08840390394722271	0.6883363219427971
Zm00001d033388	Zm00001d013548	0.4242853790897766	0.04361141770498221
Zm00001d033389	Zm00001d013550	-0.007493765226956368	0.9729289973056887
Zm00001d033391	Zm00001d013554	0.1297667063144829	0.5550982404846547
Zm00001d033396	Zm00001d013555	0.6583014469386577	6.380692903784736e-4
Zm00001d033404	Zm00001d013559	0.9400596464340815	2.8064961874458565e-11
Zm00001d033415	Zm00001d013569	-0.1012995502342631	0.6455811516999584
Zm00001d033419	Zm00001d013571	0.1448925149753895	0.5094952973789006
Zm00001d033430	Zm00001d013575	NA	NA
Zm00001d033430	Zm00001d013575	NA	NA
Zm00001d033448	Zm00001d013599	0.1109220480794261	0.6143616898613758
Zm00001d033430	Zm00001d013575	NA	NA
Zm00001d033451	Zm00001d013603	0.6826638428533198	3.317325245915662e-4
Zm00001d033455	Zm00001d013610	0.06122925566960363	0.7813732688542385
Zm00001d033455	Zm00001d013610	0.06122925566960363	0.7813732688542385
Zm00001d033456	Zm00001d013611	-0.055879895760181646	0.8000802554449458
Zm00001d033457	Zm00001d013612	0.8209785130369465	1.5896542620130563e-6
Zm00001d033459	Zm00001d013615	0.44897972564206323	0.03162851259055092
Zm00001d033463	Zm00001d013616	NA	NA
Zm00001d033460	Zm00001d013619	0.37098198297110424	0.08137566123723344
Zm00001d033463	Zm00001d013619	0.14147989713762105	0.5196227226517112
Zm00001d033465	Zm00001d013624	0.8977176416421802	6.344789624019766e-9
