"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX4545787","Maize BC5F3(B73) Ufo1-1 PacBio sequencing","Zea mays subsp. mays","PacBio RS II","Pennsylvania State University","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3663491","","67126.31","1","8392773","100830357884","Ufo1-1 PacBio","WGS","GENOMIC","RANDOM"
"SRX4476032","GSM3308706: Ufo1_2_leaf; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601131","","1473.98","1","48163845","2408192250","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476031","GSM3308705: Ufo1_1_leaf; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601133","","1383.5","1","38284634","1952516334","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476030","GSM3308704: B73_2_leaf; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601132","","1660.94","1","54056841","2702842050","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476029","GSM3308703: B73_1_leaf; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601130","","6830.49","1","186267750","9499655250","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476028","GSM3308702: wt_5_seedling; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601129","","1314.19","1","37062590","1890192090","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476027","GSM3308701: wt_4_seedling; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601128","","1270.4","1","35828120","1827234120","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476026","GSM3308700: wt_3_seedling; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601127","","1491.79","1","42194269","2151907719","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476025","GSM3308699: wt_2_seedling; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601126","","1049.75","1","29578859","1508521809","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476024","GSM3308698: wt_1_seedling; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601125","","1615.81","1","45356618","2313187518","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476023","GSM3308697: Ufo1_5_seedling; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601124","","1532.34","1","45191708","2304777108","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476022","GSM3308696: Ufo1_4_seedling; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601123","","819.34","1","23970180","1222479180","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476021","GSM3308695: Ufo1_3_seedling; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601122","","1399.71","1","41101040","2096153040","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476020","GSM3308694: Ufo1_2_seedling; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601121","","1400.75","1","41298146","2106205446","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476019","GSM3308693: Ufo1_1_seedling; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601120","","1729.3","1","50839163","2592797313","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476018","GSM3308692: Ufo1_3_pericarp_2; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601118","","1048.01","1","29483029","1503634479","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476017","GSM3308691: Ufo1_2_pericarp_2; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601119","","1280.2","1","36321282","1852385382","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476016","GSM3308690: Ufo1_1_pericarp_2; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601117","","1238.55","1","35044786","1787284086","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476015","GSM3308689: sil_3_pericarp_2; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601116","","1072.91","1","32582442","1661704542","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476014","GSM3308688: sil_2_pericarp_2; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601115","","1010.98","1","30614775","1561353525","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476013","GSM3308687: sil_1_pericarp_2; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601114","","1051.53","1","31834484","1623558684","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476012","GSM3308686: wt_3_pericarp_2; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601113","","976.36","1","29487044","1503839244","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476011","GSM3308685: wt_2_pericarp_2; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601112","","992.14","1","30100676","1535134476","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4476010","GSM3308684: wt_1_pericarp_2; Zea mays; RNA-Seq","Zea mays","Illumina HiSeq 2000","GEO","SRP155527","The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon","SRS3601111","","955.41","1","28900537","1473927387","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
